A-320-186;TC-NBV;12475084;2023-05-01T15:05:00;DUS;AYT;INTERNATIONAL;5012;2093;4
A-320-186;TC-NBO;13739118;2023-04-12T12:10:00;STN;ADB;INTERNATIONAL;1532;1204;10
A-320-186;TC-NBO;13739118;2023-04-12T12:10:00;STN;ADB;INTERNATIONAL;1532;725;10
A-320-186;TC-NCD;14526075;2023-05-04T11:50:00;ZIA;AYT;INTERNATIONAL;1579;2292;2
A321-200;TC-RDE;13667750;2023-05-01T11:20:00;CGN;SAW;INTERNATIONAL;1012;290;2
A321-200;TC-RDE;13667750;2023-05-01T11:20:00;CGN;SAW;INTERNATIONAL;1012;508;2
A321-200;TC-RBJ;13753988;2023-05-04T04:00:00;SAW;ADB;DOMESTIC;2182;1162;3
A-320-186;TC-NBO;12527673;2023-04-14T15:55:00;DUS;ADB;INTERNATIONAL;5306;1346;2
B737-800;TC-CPL;13657070;2023-05-30T14:10:00;PRG;SAW;INTERNATIONAL;302;725;1
A-320-186;TC-NBE;13729363;2023-04-23T11:10:00;HAM;ESB;INTERNATIONAL;1642;1204;3
A-320-186;TC-NBD;13967790;2023-04-24T16:05:00;ADB;ESB;DOMESTIC;4230;290;3
A-320-186;TC-NCD;13698850;2023-04-06T11:50:00;MAN;AYT;INTERNATIONAL;1816;569;6
A-320-186;TC-NCD;13687846;2023-04-25T15:00:00;DME;SAW;INTERNATIONAL;387;508;4
A321-200;TC-RBP;12134343;2023-03-22T16:30:00;SAW;GZT;DOMESTIC;2408;2356;1
B737-800;TC-AZP;13762558;2023-04-22T16:00:00;STR;SAW;INTERNATIONAL;972;459;2
A-320-200;LY-MLG;12475097;2023-04-18T15:25:00;DUS;AYT;INTERNATIONAL;5012;1204;4
A-320-200;LY-MLG;12475097;2023-04-18T15:25:00;DUS;AYT;INTERNATIONAL;5012;881;5
A-320-186;TC-NCV;13789343;2023-03-22T10:00:00;TEQ;ESB;DOMESTIC;8181;1204;3
A-320-186;TC-NBJ;13717541;2023-04-22T14:05:00;BCN;SAW;INTERNATIONAL;1094;881;1
A-320-186;TC-NBC;12475091;2023-04-24T15:05:00;DUS;AYT;INTERNATIONAL;5012;489;5
A-320-186;TC-NBC;12475091;2023-04-24T15:05:00;DUS;AYT;INTERNATIONAL;5012;152;10
A-320-200;LY-MLG;12473790;2023-04-24T14:00:00;GOT;AYT;INTERNATIONAL;5022;188;2
A-320-186;TC-NBN;12476017;2023-04-13T16:50:00;BER;AYT;INTERNATIONAL;5008;1159;10
A321-200;TC-RBO;12148111;2023-03-17T10:55:00;BEG;SAW;INTERNATIONAL;372;508;2
A321-200;TC-RBO;12148111;2023-03-17T10:55:00;BEG;SAW;INTERNATIONAL;372;613;2
A-320-186;TC-NBE;13968722;2023-04-22T05:00:00;AYT;SAW;DOMESTIC;4021;613;3
A321-200;TC-RDA;13714124;2023-04-24T11:20:00;CGN;SAW;INTERNATIONAL;1012;2160;1
A-320-186;TC-NBD;13965688;2023-04-24T14:00:00;ECN;ADB;INTERNATIONAL;7318;1204;2
A-320-186;TC-NBG;13973803;2023-04-22T08:10:00;BRU;AYT;INTERNATIONAL;5940;485;5
A-320-186;TC-NBV;12468953;2023-04-23T08:10:00;BRU;AYT;INTERNATIONAL;5066;152;7
A-320-186;TC-NBV;12468953;2023-04-23T08:10:00;BRU;AYT;INTERNATIONAL;5066;459;4
A-320-186;TC-NCM;12468784;2023-04-17T07:25:00;BER;AYT;INTERNATIONAL;5068;188;2
A321-200;TC-RDB;13702501;2023-04-23T11:30:00;SAW;BSL;INTERNATIONAL;941;177;1
A-320-200;TC-DCG;13673394;2023-04-15T18:50:00;DUS;ASR;INTERNATIONAL;1620;2160;10
A-320-186;TC-NBH;12172061;2023-03-21T10:50:00;AYT;ECN;INTERNATIONAL;1872;2345;2
A321-200;TC-RBU;13758665;2023-04-13T07:25:00;ECN;SAW;INTERNATIONAL;1913;459;1
A-320-186;TC-NBE;13757817;2023-05-03T12:20:00;GVA;SAW;INTERNATIONAL;954;613;3
B737-800;TC-CPL;13756578;2023-04-13T15:00:00;SAW;CGN;INTERNATIONAL;1015;1718;1
A321-200;TC-RBY;13663490;2023-04-22T18:15:00;ERZ;SAW;DOMESTIC;2555;1162;3
A321-200;TC-RBY;13663490;2023-04-22T18:15:00;ERZ;SAW;DOMESTIC;2555;1204;3
A321-200;TC-RBU;13724008;2023-04-13T13:15:00;TLV;SAW;INTERNATIONAL;784;2347;1
A-320-186;TC-NCV;13745643;2023-04-15T12:50:00;FCO;SAW;INTERNATIONAL;1224;1204;5
A-320-186;TC-NCV;13745643;2023-04-15T12:50:00;FCO;SAW;INTERNATIONAL;1224;725;3
A-320-186;TC-NBA;13763549;2023-04-24T12:25:00;VIE;ESB;INTERNATIONAL;1676;725;4
A-320-186;TC-NBA;13763549;2023-04-24T12:25:00;VIE;ESB;INTERNATIONAL;1676;2292;3
A-320-186;TC-NCP;12468419;2023-04-25T18:20:00;HEL;AYT;INTERNATIONAL;5166;725;4
A321-200;TC-RBM;13935235;2023-04-15T02:10:00;JED;SAW;INTERNATIONAL;699;508;5
A-320-186;TC-NBK;13668479;2023-04-22T20:55:00;ESB;AMM;INTERNATIONAL;1712;450;2
A-320-186;TC-NCH;13715061;2023-04-22T14:35:00;MUC;SAW;INTERNATIONAL;1022;1204;6
A-320-186;TC-NCH;13715061;2023-04-22T14:35:00;MUC;SAW;INTERNATIONAL;1022;1162;9
A321-200;TC-RBO;13725458;2023-05-25T07:25:00;ECN;SAW;INTERNATIONAL;1913;1204;2
A-320-186;TC-NCZ;12470599;2023-05-28T17:25:00;STR;AYT;INTERNATIONAL;5046;725;4
A-320-186;TC-NBJ;13672285;2023-06-18T09:55:00;SAW;ZRH;INTERNATIONAL;949;2383;1
A-320-186;TC-NBO;13654762;2023-06-10T03:35:00;TBS;SAW;INTERNATIONAL;319;1162;2
A-320-186;TC-NCH;12472823;2023-05-28T12:40:00;AYT;LEJ;INTERNATIONAL;5029;508;5
A321-200;TC-RBD;13724132;2023-06-10T13:05:00;SAW;SJJ;INTERNATIONAL;293;450;1
A-320-200;TC-DCH;13762310;2023-06-11T13:15:00;TLV;SAW;INTERNATIONAL;784;376;3
A-320-200;LY-MLG;12470973;2023-05-26T17:35:00;HAM;AYT;INTERNATIONAL;5042;1346;2
A-320-186;TC-NCM;12468049;2023-05-26T07:50:00;DUS;AYT;INTERNATIONAL;5678;152;4
A-320-200;TC-DCH;13649944;2023-06-19T11:50:00;HAM;SAW;INTERNATIONAL;1044;725;10
A321-200;TC-RBF;13734060;2023-05-25T07:05:00;AYT;SAW;DOMESTIC;2027;1204;2
B737-800;TC-CPL;13744211;2023-05-26T11:00:00;SAW;CRL;INTERNATIONAL;923;1304;1
A-320-186;TC-NCF;12471551;2023-05-29T12:15:00;FRA;AYT;INTERNATIONAL;5036;484;15
A-320-186;TC-NCM;12472636;2023-05-29T17:00:00;LEJ;AYT;INTERNATIONAL;5030;1204;3
A-320-186;TC-NBC;12476349;2023-05-23T08:40:00;STR;AYT;INTERNATIONAL;5006;613;3
A-320-200;TC-DCH;13659359;2023-06-18T04:35:00;SAW;ASR;DOMESTIC;2732;881;1
A-320-186;TC-NBT;13694516;2023-05-23T14:35:00;MUC;SAW;INTERNATIONAL;1022;1162;7
A321-200;TC-RDH;13702392;2023-05-29T11:45:00;BUD;SAW;INTERNATIONAL;332;484;1
A-320-186;TC-NBV;13705023;2023-05-29T06:20:00;MSR;SAW;DOMESTIC;2491;613;2
B737-800;TC-CRG;13687663;2023-05-28T16:40:00;SAW;DLM;DOMESTIC;2296;881;1
A-320-186;TC-NBN;12473009;2023-05-27T08:55:00;ZRH;AYT;INTERNATIONAL;5028;1204;2
A-320-186;TC-NCT;13685246;2023-05-29T08:45:00;ADA;ADB;DOMESTIC;3011;613;3
A321-200;TC-RBJ;13722085;2023-05-18T11:25:00;BSL;SAW;INTERNATIONAL;940;1162;3
A321-200;TC-RBB;13756198;2023-06-18T02:20:00;FRU;SAW;INTERNATIONAL;703;613;3
A-320-186;TC-NCB;12468115;2023-09-04T14:25:00;RTM;AYT;INTERNATIONAL;5302;2287;10
A321-200;TC-RBN;13970415;2023-03-17T11:40:00;FMO;SAW;INTERNATIONAL;7002;1204;3
A-320-186;TC-NBG;12476361;2023-05-11T08:40:00;STR;AYT;INTERNATIONAL;5006;835;12
A-320-186;TC-NBZ;12475270;2023-04-12T15:25:00;DUS;AYT;INTERNATIONAL;5012;1346;3
A-320-186;TC-NBM;12473045;2023-04-21T08:55:00;ZRH;AYT;INTERNATIONAL;5028;613;3
A-320-186;TC-NBM;12473045;2023-04-21T08:55:00;ZRH;AYT;INTERNATIONAL;5028;1204;3
A-320-186;TC-NBO;12471746;2023-04-21T12:05:00;FRA;AYT;INTERNATIONAL;5036;613;10
A-320-186;TC-NCN;13707431;2023-04-21T15:15:00;BUS;SAW;INTERNATIONAL;311;1162;3
A-320-186;TC-NCF;13689536;2023-05-09T12:00:00;DME;SAW;INTERNATIONAL;389;1204;3
A-320-186C;TC-DCL;13660983;2023-04-26T18:05:00;ERZ;SAW;DOMESTIC;2555;2340;1
A-320-186;TC-NCB;13761857;2023-04-14T18:10:00;SAW;NQZ;INTERNATIONAL;228;725;2
A-320-186;TC-NCO;13727601;2023-05-30T15:35:00;DIY;ECN;INTERNATIONAL;1952;613;5
A-320-186;TC-NCC;13656194;2023-04-21T09:50:00;SAW;DME;INTERNATIONAL;386;2341;4
A-320-186;TC-NBI;13814108;2023-05-30T19:00:00;SAW;OSS;INTERNATIONAL;710;1204;4
B737-800;TC-CPL;13701854;2023-04-26T14:15:00;SAW;DUS;INTERNATIONAL;1005;1162;3
A321-200;TC-RBG;13733909;2023-04-08T20:15:00;SAW;MED;INTERNATIONAL;686;450;3
B737-800;TC-CPE;13681854;2023-10-09T15:30:00;CRL;SAW;INTERNATIONAL;924;725;2
A-320-186;TC-NBU;12468772;2023-04-29T07:25:00;BER;AYT;INTERNATIONAL;5068;878;2
A-320-186;TC-NBU;12468772;2023-04-29T07:25:00;BER;AYT;INTERNATIONAL;5068;613;2
A-320-186;TC-NBU;12468772;2023-04-29T07:25:00;BER;AYT;INTERNATIONAL;5068;1204;2
A-320-186;TC-NBV;13739229;2023-05-04T11:50:00;MAN;AYT;INTERNATIONAL;1816;2376;2
A-320-186;TC-NCP;13652648;2023-05-06T11:50:00;MAN;AYT;INTERNATIONAL;1816;1162;5
A-320-186;TC-NCG;13735304;2023-10-09T05:00:00;ECN;ADB;INTERNATIONAL;1861;1204;3
A321-200;TC-RBZ;12102454;2023-03-15T17:30:00;SAW;DXB;INTERNATIONAL;740;376;1
A-320-186C;TC-DCL;13663375;2023-05-01T14:10:00;TBS;SAW;INTERNATIONAL;317;1204;4
B737-800;TC-CPC;13761460;2023-04-21T14:30:00;BER;SAW;INTERNATIONAL;978;487;2
A-320-200;TC-DCE;13741750;2023-05-05T10:30:00;ARN;SAW;INTERNATIONAL;1280;835;2
A321-200;TC-RBY;13745517;2023-05-01T18:50:00;GNY;SAW;DOMESTIC;2421;2340;2
A-320-186;TC-NCV;13656036;2023-09-28T10:30:00;TLV;ADB;INTERNATIONAL;812;613;4
A-320-186;TC-NBS;13760738;2023-04-26T18:10:00;BJV;ESB;DOMESTIC;2467;188;4
B737-800;TC-CRG;13745128;2023-05-11T09:55:00;DLM;SAW;DOMESTIC;2287;1204;2
A321-200;TC-RDC;13722728;2023-05-05T19:45:00;SAW;HRG;INTERNATIONAL;620;508;5
A-320-186;TC-NCJ;13927170;2023-04-26T06:20:00;AYT;MAN;INTERNATIONAL;1815;484;1
A321-200;TC-RDA;13701628;2023-09-03T12:20:00;STR;SAW;INTERNATIONAL;970;1162;3
A321-200;TC-RDA;13701628;2023-09-03T12:20:00;STR;SAW;INTERNATIONAL;970;508;5
A-320-186;TC-NCH;12472303;2023-05-01T09:15:00;MUC;AYT;INTERNATIONAL;5032;2340;1
A-320-186;TC-NBV;12475084;2023-05-01T15:05:00;DUS;AYT;INTERNATIONAL;5012;152;12
A-320-186;TC-NBV;12475084;2023-05-01T15:05:00;DUS;AYT;INTERNATIONAL;5012;1715;8
A-320-186;TC-NBO;13739118;2023-04-12T12:10:00;STN;ADB;INTERNATIONAL;1532;1162;6
