115;168
1684;156
1248;152
8790;152
2952;150
5779;149
4031;146
5758;145
5697;145
2941;144
6127;144
9260;143
9333;143
1935;143
3292;142
2653;142
3130;140
2644;140
3494;140
9268;139
618;139
1025;139
5778;139
159;139
2251;138
4054;138
3916;138
6120;138
4052;138
2253;138
5852;138
879;137
2646;137
5329;137
10479;137
1880;136
1463;136
4383;136
3561;136
465;136
2936;136
9152;135
5128;135
9041;135
383;135
2244;135
3476;135
10633;135
6523;135
59;135
5263;135
9346;135
9407;135
5951;135
10472;135
5259;134
5768;134
9002;134
2197;134
8841;134
8589;134
5848;134
6522;134
5290;134
9636;133
6236;133
7620;133
9167;133
1353;133
4157;133
5851;133
4393;133
8726;133
5872;133
2758;133
5692;133
6848;133
1312;133
8176;133
9689;133
1723;133
9629;132
3556;132
3474;132
5320;132
499;132
5926;132
8185;132
5996;132
9340;132
7326;132
2015;132
9271;132
6162;132
927;132
3484;132
2506;132
4436;131
4547;131
2240;131
7720;131
3564;131
9632;131
5865;131
988;131
8773;131
4427;131
3469;131
8612;131
8188;131
2184;131
7456;131
2899;131
9538;131
4916;131
8774;131
1898;131
5720;131
7417;131
4394;131
84;131
2243;131
7146;131
3243;131
7446;131
9098;131
6157;131
8610;130
2744;130
8995;130
1160;130
1390;130
2851;130
8552;130
1729;130
9949;130
2198;130
2901;130
3480;130
10490;130
8710;130
5830;130
3196;130
9148;130
1391;130
6945;130
9429;130
9406;130
10493;130
9161;130
9156;130
9430;130
7445;129
7309;129
2528;129
8809;129
1992;129
8393;129
5804;129
6570;129
9683;129
5840;129
5700;129
8746;129
8602;129
8769;129
5218;129
8759;129
3133;129
2005;129
623;129
6161;129
6168;129
8600;129
2115;129
6518;129
8819;129
3135;129
8804;129
6513;129
8697;129
3670;129
8706;129
5681;129
9533;129
918;129
1939;129
9697;129
1810;129
6561;129
9001;128
6560;128
1717;128
6121;128
7311;128
9254;128
10644;128
6117;128
6858;128
9521;128
9339;128
8996;128
6855;128
2113;128
8356;128
2194;128
8595;128
8611;128
9094;128
2501;128
5019;128
6524;128
7717;128
268;128
8699;128
7444;128
9275;128
8187;128
7302;128
3256;128
3375;128
9158;128
6942;128
7064;128
9403;128
7457;128
940;128
10478;128
8776;128
8805;128
2811;128
8242;128
8178;128
7242;128
8758;128
5715;128
6242;128
7323;128
6392;128
9637;127
5260;127
386;127
580;127
7477;127
4411;127
9354;127
9153;127
217;127
2247;127
8194;127
9440;127
1902;127
8617;127
6118;127
5770;127
7455;127
9535;127
1720;127
1387;127
9634;127
9967;127
6181;127
4045;127
5693;127
8557;127
5943;127
9142;127
2110;127
10486;127
8214;127
9699;127
9686;127
3567;127
348;127
8738;127
3388;127
2427;127
3555;127
9954;127
321;127
3286;127
9170;127
9964;127
3662;126
9628;126
3540;126
5777;126
5982;126
9044;126
5947;126
8357;126
3542;126
5257;126
8391;126
5269;126
8349;126
326;126
10484;126
9690;126
5723;126
4431;126
126;126
3260;126
8836;126
3394;126
7453;126
2207;126
5727;126
2943;126
8351;126
8991;126
7451;126
8624;126
4913;126
9691;126
6247;126
10673;126
9347;126
8193;126
10674;126
9625;126
7070;126
7327;126
5725;126
5838;126
8195;126
2816;126
9003;126
6241;126
9473;126
8806;126
5268;125
8846;125
8781;125
3407;125
2813;125
9434;125
8216;125
9415;125
4921;125
9100;125
10494;125
8196;125
8566;125
9412;125
9626;125
8229;125
3481;125
5994;125
1140;125
8811;125
6246;125
3141;125
5291;125
8355;125
7136;125
8564;125
9679;125
10679;125
1899;125
485;125
7078;125
8232;125
7066;125
8783;125
5005;125
10672;125
8629;125
3349;125
3374;125
9267;125
7530;125
7145;125
8348;125
8191;125
10488;124
8571;124
8835;124
9409;124
2858;124
1541;124
8737;124
8565;124
8810;124
9258;124
7254;124
8383;124
2116;124
7216;124
6934;124
10641;124
8614;124
5863;124
8828;124
81;124
5992;124
4917;124
6151;124
8573;124
8554;124
9164;124
3537;124
5122;124
9143;124
8736;124
8231;124
6150;124
5317;124
1847;124
5780;124
40;124
4430;124
9525;124
6007;124
8587;124
5287;124
7072;124
6166;124
8577;124
8696;124
9255;124
2108;124
8385;124
8689;124
5918;124
1862;124
4381;123
6851;123
6863;123
8220;123
10642;123
7012;123
7245;123
6013;123
7076;123
8628;123
3138;123
7465;123
1816;123
8184;123
8800;123
3383;123
8359;123
8808;123
10675;123
9408;123
9163;123
7239;123
3533;123
3559;123
5805;123
9405;123
5985;123
5298;123
7010;123
7003;123
8556;123
9532;123
7708;123
4924;123
8727;123
5842;123
4044;123
494;123
6933;123
4035;123
3470;123
3410;123
8353;123
4938;123
5296;123
5724;123
2112;123
8547;123
8192;123
6526;123
10667;123
8238;123
3475;123
8998;123
8608;123
10643;123
7249;123
5686;123
10492;123
9000;123
2510;123
6008;123
8398;123
8580;123
7226;122
10491;122
9443;122
4440;122
1544;122
4912;122
3495;122
7314;122
1736;122
1814;122
8341;122
9539;122
9178;122
9418;122
7144;122
7305;122
9635;122
10676;122
8739;122
5873;122
10634;122
230;122
9621;122
1403;122
7060;122
7312;122
2809;122
5121;122
5690;122
6847;122
5987;122
10666;122
4030;122
8186;122
8775;122
10480;122
3617;122
6559;122
3134;122
